,hist,ensmean,ens5th,ens25th,ens75th,ens95th
3/9/2022,NA,NA,NA,NA,NA,NA
4/9/2022,NA,NA,NA,NA,NA,NA
5/9/2022,NA,NA,NA,NA,NA,NA
6/9/2022,NA,NA,NA,NA,NA,NA
7/9/2022,NA,NA,NA,NA,NA,NA
8/9/2022,NA,NA,NA,NA,NA,NA
9/9/2022,NA,NA,NA,NA,NA,NA
10/9/2022,NA,NA,NA,NA,NA,NA
11/9/2022,NA,NA,NA,NA,NA,NA
12/9/2022,NA,NA,NA,NA,NA,NA
13/9/2022,NA,NA,NA,NA,NA,NA
14/9/2022,NA,NA,NA,NA,NA,NA
15/9/2022,NA,NA,NA,NA,NA,NA
16/9/2022,NA,NA,NA,NA,NA,NA
17/9/2022,NA,NA,NA,NA,NA,NA
18/9/2022,NA,NA,NA,NA,NA,NA
19/9/2022,NA,NA,NA,NA,NA,NA
20/9/2022,0.153589159,NA,NA,NA,NA,NA
21/9/2022,0.115943298,NA,NA,NA,NA,NA
22/9/2022,NA,NA,NA,NA,NA,NA
23/9/2022,NA,NA,NA,NA,NA,NA
24/9/2022,NA,NA,NA,NA,NA,NA
25/9/2022,NA,NA,NA,NA,NA,NA
26/9/2022,NA,NA,NA,NA,NA,NA
27/9/2022,NA,NA,NA,NA,NA,NA
28/9/2022,NA,NA,NA,NA,NA,NA
29/9/2022,NA,NA,NA,NA,NA,NA
30/9/2022,NA,NA,NA,NA,NA,NA
1/10/2022,NA,NA,NA,NA,NA,NA
2/10/2022,NA,NA,NA,NA,NA,NA
3/10/2022,NA,NA,NA,NA,NA,NA
4/10/2022,NA,NA,NA,NA,NA,NA
5/10/2022,NA,NA,NA,NA,NA,NA
6/10/2022,NA,NA,NA,NA,NA,NA
7/10/2022,NA,NA,NA,NA,NA,NA
8/10/2022,NA,NA,NA,NA,NA,NA
9/10/2022,NA,NA,NA,NA,NA,NA
10/10/2022,NA,NA,NA,NA,NA,NA
11/10/2022,NA,NA,NA,NA,NA,NA
12/10/2022,NA,NA,NA,NA,NA,NA
13/10/2022,NA,NA,NA,NA,NA,NA
14/10/2022,NA,NA,NA,NA,NA,NA
